name,boss_num,prog_time,guild_name
Hungering Destroyer,2,2.20848,Surrendering IRL
Sun King's Salvation,3,4.27659,Surrendering IRL
Artificer Xy'mox,4,3.12208,Surrendering IRL
Lady Inerva Darkvein,5,3.62124,Surrendering IRL
The Council of Blood,6,10.40027,Surrendering IRL
Sludgefist,7,7.02544,Surrendering IRL
Stone Legion Generals,8,21.42319,Surrendering IRL
Sire Denathrius,9,34.90397,Surrendering IRL
Shriekwing,0,0.2776,This Statement is False
Huntsman Altimor,1,1.18353,This Statement is False
Hungering Destroyer,2,1.01057,This Statement is False
Sun King's Salvation,3,2.2409,This Statement is False
Artificer Xy'mox,4,4.38807,This Statement is False
Lady Inerva Darkvein,5,0.39977,This Statement is False
The Council of Blood,6,0.69305,This Statement is False
Sludgefist,7,1.84889,This Statement is False
Stone Legion Generals,8,1.4792,This Statement is False
Sire Denathrius,9,0.02051,This Statement is False
Shriekwing,0,0.89332,Too Stupid To Quit
Huntsman Altimor,1,1.65083,Too Stupid To Quit
Hungering Destroyer,2,5.49678,Too Stupid To Quit
Sun King's Salvation,3,4.09821,Too Stupid To Quit
Artificer Xy'mox,4,3.37431,Too Stupid To Quit
Lady Inerva Darkvein,5,5.62299,Too Stupid To Quit
The Council of Blood,6,0.02668,Too Stupid To Quit
Shriekwing,0,0.90385,Last Breath
Huntsman Altimor,1,0.74279,Last Breath
Hungering Destroyer,2,3.13088,Last Breath
Sun King's Salvation,3,1.64149,Last Breath
Artificer Xy'mox,4,4.20127,Last Breath
Lady Inerva Darkvein,5,1.79801,Last Breath
The Council of Blood,6,7.17877,Last Breath
Sludgefist,7,6.4565,Last Breath
Stone Legion Generals,8,17.2444,Last Breath
Sire Denathrius,9,0.01767,Last Breath
Shriekwing,0,0.0944,Place Holder
Huntsman Altimor,1,1.31674,Place Holder
Hungering Destroyer,2,5.12865,Place Holder
Lady Inerva Darkvein,5,0.05282,Place Holder
Shriekwing,0,0.53333,Two Shot
Huntsman Altimor,1,0.67209,Two Shot
Hungering Destroyer,2,3.8895,Two Shot
Sun King's Salvation,3,2.4813,Two Shot
Artificer Xy'mox,4,6.07245,Two Shot
Lady Inerva Darkvein,5,0.81916,Two Shot
The Council of Blood,6,16.93096,Two Shot
Sludgefist,7,9.33986,Two Shot
Stone Legion Generals,8,25.44854,Two Shot
Sire Denathrius,9,34.65147,Two Shot
Shriekwing,0,0.57665,A Toute Berzingue
Huntsman Altimor,1,1.1627,A Toute Berzingue
Hungering Destroyer,2,2.12184,A Toute Berzingue
Sun King's Salvation,3,1.33011,A Toute Berzingue
Artificer Xy'mox,4,3.19937,A Toute Berzingue
Lady Inerva Darkvein,5,5.60178,A Toute Berzingue
The Council of Blood,6,0.02307,A Toute Berzingue
Sludgefist,7,5.43233,A Toute Berzingue
Stone Legion Generals,8,0.02967,A Toute Berzingue
Sire Denathrius,9,0.03034,A Toute Berzingue
Shriekwing,0,1.11127,Enrage Timer
Huntsman Altimor,1,1.82953,Enrage Timer
Hungering Destroyer,2,2.90824,Enrage Timer
Sun King's Salvation,3,7.06222,Enrage Timer
Artificer Xy'mox,4,1.43012,Enrage Timer
Lady Inerva Darkvein,5,4.34331,Enrage Timer
The Council of Blood,6,16.77926,Enrage Timer
Sludgefist,7,13.09124,Enrage Timer
Stone Legion Generals,8,35.76276,Enrage Timer
Sire Denathrius,9,0.02193,Enrage Timer
Shriekwing,0,0.30381,Reunited
Huntsman Altimor,1,0.22117,Reunited
Hungering Destroyer,2,3.25673,Reunited
Sun King's Salvation,3,5.50184,Reunited
Artificer Xy'mox,4,14.00729,Reunited
Lady Inerva Darkvein,5,18.78031,Reunited
The Council of Blood,6,18.07504,Reunited
Sludgefist,7,23.26963,Reunited
Stone Legion Generals,8,42.06778,Reunited
Sire Denathrius,9,0.03311,Reunited
Shriekwing,0,0.96407,Ninth Circle
Huntsman Altimor,1,0.476,Ninth Circle
Hungering Destroyer,2,9.45468,Ninth Circle
Sun King's Salvation,3,4.80968,Ninth Circle
Artificer Xy'mox,4,0.80709,Ninth Circle
Lady Inerva Darkvein,5,4.70139,Ninth Circle
The Council of Blood,6,8.68779,Ninth Circle
Sludgefist,7,11.71649,Ninth Circle
Stone Legion Generals,8,0.03148,Ninth Circle
Shriekwing,0,0.6438,Mostly Sinners
Huntsman Altimor,1,0.60629,Mostly Sinners
Hungering Destroyer,2,3.43544,Mostly Sinners
Sun King's Salvation,3,7.10077,Mostly Sinners
Artificer Xy'mox,4,4.3255,Mostly Sinners
Lady Inerva Darkvein,5,1.49221,Mostly Sinners
The Council of Blood,6,9.06734,Mostly Sinners
Sludgefist,7,11.47019,Mostly Sinners
Stone Legion Generals,8,32.30076,Mostly Sinners
Sire Denathrius,9,0.01922,Mostly Sinners
Shriekwing,0,0.43328,Lobsters of Spice Moon
Huntsman Altimor,1,0.95322,Lobsters of Spice Moon
Hungering Destroyer,2,3.36207,Lobsters of Spice Moon
Sun King's Salvation,3,1.58446,Lobsters of Spice Moon
Artificer Xy'mox,4,4.87411,Lobsters of Spice Moon
Lady Inerva Darkvein,5,3.55561,Lobsters of Spice Moon
The Council of Blood,6,10.53942,Lobsters of Spice Moon
Sludgefist,7,11.33713,Lobsters of Spice Moon
Stone Legion Generals,8,24.6694,Lobsters of Spice Moon
Sire Denathrius,9,47.93469,Lobsters of Spice Moon
Shriekwing,0,0.1829,Nyratic and Dytonic
Huntsman Altimor,1,2.10137,Nyratic and Dytonic
Hungering Destroyer,2,15.27052,Nyratic and Dytonic
Sun King's Salvation,3,3.88857,Nyratic and Dytonic
Artificer Xy'mox,4,13.26131,Nyratic and Dytonic
Lady Inerva Darkvein,5,8.16705,Nyratic and Dytonic
The Council of Blood,6,34.50411,Nyratic and Dytonic
Sludgefist,7,36.30914,Nyratic and Dytonic
Stone Legion Generals,8,102.73253,Nyratic and Dytonic
Sire Denathrius,9,130.42577,Nyratic and Dytonic
Shriekwing,0,0.31679,Barthilas Bad Boys
Huntsman Altimor,1,0.22745,Barthilas Bad Boys
Hungering Destroyer,2,1.08308,Barthilas Bad Boys
Sun King's Salvation,3,2.73248,Barthilas Bad Boys
Artificer Xy'mox,4,4.15818,Barthilas Bad Boys
Lady Inerva Darkvein,5,4.36285,Barthilas Bad Boys
The Council of Blood,6,0.02948,Barthilas Bad Boys
Shriekwing,0,0.24811,Lagenda
Huntsman Altimor,1,0.09254,Lagenda
Hungering Destroyer,2,1.46496,Lagenda
Sun King's Salvation,3,2.13879,Lagenda
Artificer Xy'mox,4,0.95045,Lagenda
Lady Inerva Darkvein,5,5.95424,Lagenda
The Council of Blood,6,0.01139,Lagenda
Shriekwing,0,0.63292,Far Beyond Insanity
Huntsman Altimor,1,0.64542,Far Beyond Insanity
Hungering Destroyer,2,10.39753,Far Beyond Insanity
Sun King's Salvation,3,8.74549,Far Beyond Insanity
Artificer Xy'mox,4,0.03875,Far Beyond Insanity
Lady Inerva Darkvein,5,0.03815,Far Beyond Insanity
Shriekwing,0,0.10617,HAGL
Huntsman Altimor,1,0.14263,HAGL
Hungering Destroyer,2,0.72746,HAGL
Sun King's Salvation,3,0.78456,HAGL
Artificer Xy'mox,4,4.00464,HAGL
Lady Inerva Darkvein,5,2.9836,HAGL
The Council of Blood,6,9.27929,HAGL
Sludgefist,7,11.96668,HAGL
Stone Legion Generals,8,10.94038,HAGL
Sire Denathrius,9,38.57436,HAGL
Shriekwing,0,2.30416,Elysium
Huntsman Altimor,1,2.52356,Elysium
Hungering Destroyer,2,9.56278,Elysium
Sun King's Salvation,3,7.2733,Elysium
Artificer Xy'mox,4,0.01701,Elysium
Lady Inerva Darkvein,5,0.02327,Elysium
Shriekwing,0,0.73091,Final Judgement
Huntsman Altimor,1,1.07636,Final Judgement
Hungering Destroyer,2,2.27738,Final Judgement
Sun King's Salvation,3,0.85766,Final Judgement
Artificer Xy'mox,4,3.82006,Final Judgement
Lady Inerva Darkvein,5,4.22347,Final Judgement
The Council of Blood,6,7.27167,Final Judgement
Sludgefist,7,7.3008,Final Judgement
Stone Legion Generals,8,16.37624,Final Judgement
Sire Denathrius,9,31.52209,Final Judgement
Shriekwing,0,0.10589,Soulswapped
Huntsman Altimor,1,0.17321,Soulswapped
Hungering Destroyer,2,0.19961,Soulswapped
Sun King's Salvation,3,2.14194,Soulswapped
Artificer Xy'mox,4,1.17364,Soulswapped
Lady Inerva Darkvein,5,1.79312,Soulswapped
The Council of Blood,6,0.02332,Soulswapped
Shriekwing,0,0.35204,The Eternal Night
Huntsman Altimor,1,0.89935,The Eternal Night
Hungering Destroyer,2,3.47309,The Eternal Night
Sun King's Salvation,3,2.87227,The Eternal Night
Lady Inerva Darkvein,5,0.04514,The Eternal Night
Shriekwing,0,1.24195,Fractured
Huntsman Altimor,1,1.26054,Fractured
Hungering Destroyer,2,4.38542,Fractured
Sun King's Salvation,3,14.59709,Fractured
Artificer Xy'mox,4,6.94353,Fractured
Lady Inerva Darkvein,5,15.45499,Fractured
The Council of Blood,6,23.66798,Fractured
Sludgefist,7,10.44326,Fractured
Stone Legion Generals,8,15.46609,Fractured
Sire Denathrius,9,37.01312,Fractured
Shriekwing,0,2.08198,Aspera
Huntsman Altimor,1,1.50787,Aspera
Hungering Destroyer,2,3.43771,Aspera
Sun King's Salvation,3,2.89071,Aspera
Artificer Xy'mox,4,2.30464,Aspera
Lady Inerva Darkvein,5,4.62951,Aspera
The Council of Blood,6,0.01703,Aspera
Shriekwing,0,1.59492,Knights of Czech
Huntsman Altimor,1,0.48751,Knights of Czech
Hungering Destroyer,2,3.9373,Knights of Czech
Sun King's Salvation,3,0.69502,Knights of Czech
Artificer Xy'mox,4,0.03101,Knights of Czech
Lady Inerva Darkvein,5,3.33243,Knights of Czech
Shriekwing,0,0.47339,Dizband
Huntsman Altimor,1,0.28054,Dizband
Hungering Destroyer,2,0.09731,Dizband
Sun King's Salvation,3,1.87106,Dizband
Artificer Xy'mox,4,2.17836,Dizband
Lady Inerva Darkvein,5,2.44894,Dizband
Shriekwing,0,1.91945,Depletist Jerks
Huntsman Altimor,1,0.41307,Depletist Jerks
Hungering Destroyer,2,2.0518,Depletist Jerks
Sun King's Salvation,3,2.0512,Depletist Jerks
Artificer Xy'mox,4,2.21626,Depletist Jerks
Lady Inerva Darkvein,5,1.22123,Depletist Jerks
The Council of Blood,6,5.57281,Depletist Jerks
Sludgefist,7,9.59221,Depletist Jerks
Stone Legion Generals,8,16.15121,Depletist Jerks
Sire Denathrius,9,0.02893,Depletist Jerks
Shriekwing,0,0.73637,Ancient Tempest
Huntsman Altimor,1,1.11544,Ancient Tempest
Hungering Destroyer,2,0.83798,Ancient Tempest
Sun King's Salvation,3,1.45055,Ancient Tempest
Artificer Xy'mox,4,5.46076,Ancient Tempest
Lady Inerva Darkvein,5,2.58292,Ancient Tempest
The Council of Blood,6,7.9502,Ancient Tempest
Sludgefist,7,9.79666,Ancient Tempest
Stone Legion Generals,8,37.97278,Ancient Tempest
Sire Denathrius,9,32.76567,Ancient Tempest
Shriekwing,0,1.04443,We Cleared Kazakhstan
Huntsman Altimor,1,0.73794,We Cleared Kazakhstan
Hungering Destroyer,2,4.55363,We Cleared Kazakhstan
Sun King's Salvation,3,4.56053,We Cleared Kazakhstan
Artificer Xy'mox,4,3.42553,We Cleared Kazakhstan
Lady Inerva Darkvein,5,8.11046,We Cleared Kazakhstan
The Council of Blood,6,0.01793,We Cleared Kazakhstan
Shriekwing,0,0.11616,Si Vis Pacem Parabellum
Huntsman Altimor,1,0.90945,Si Vis Pacem Parabellum
Hungering Destroyer,2,0.42147,Si Vis Pacem Parabellum
Sun King's Salvation,3,0.07967,Si Vis Pacem Parabellum
Artificer Xy'mox,4,0.6689,Si Vis Pacem Parabellum
Lady Inerva Darkvein,5,1.32962,Si Vis Pacem Parabellum
The Council of Blood,6,0.66007,Si Vis Pacem Parabellum
Sludgefist,7,2.07995,Si Vis Pacem Parabellum
Stone Legion Generals,8,0.03993,Si Vis Pacem Parabellum
Sire Denathrius,9,40.63575,Si Vis Pacem Parabellum
Shriekwing,0,1.08393,Comfort Eagle
Huntsman Altimor,1,2.14207,Comfort Eagle
Hungering Destroyer,2,4.41866,Comfort Eagle
Sun King's Salvation,3,6.9476,Comfort Eagle
Lady Inerva Darkvein,5,7.53756,Comfort Eagle
Shriekwing,0,1.29475,Anomaly
Huntsman Altimor,1,2.05448,Anomaly
Hungering Destroyer,2,10.31331,Anomaly
Sun King's Salvation,3,5.62319,Anomaly
Artificer Xy'mox,4,2.76976,Anomaly
Lady Inerva Darkvein,5,6.97615,Anomaly
The Council of Blood,6,0.00696,Anomaly
Artificer Xy'mox,4,1.94557,Backland Backfire
The Council of Blood,6,0.01761,Backland Backfire
Sludgefist,7,18.88545,Backland Backfire
Stone Legion Generals,8,0.00924,Backland Backfire
Shriekwing,0,1.92165,Death and Glory
Huntsman Altimor,1,0.71838,Death and Glory
Hungering Destroyer,2,6.8472,Death and Glory
Sun King's Salvation,3,6.52617,Death and Glory
Artificer Xy'mox,4,6.35103,Death and Glory
Lady Inerva Darkvein,5,1.16312,Death and Glory
The Council of Blood,6,11.80031,Death and Glory
Sludgefist,7,7.46448,Death and Glory
Stone Legion Generals,8,29.60083,Death and Glory
Sire Denathrius,9,39.76048,Death and Glory
Shriekwing,0,2.24969,HYPE
Huntsman Altimor,1,1.44802,HYPE
Hungering Destroyer,2,5.75701,HYPE
Sun King's Salvation,3,8.1129,HYPE
Artificer Xy'mox,4,5.19816,HYPE
Lady Inerva Darkvein,5,4.64198,HYPE
The Council of Blood,6,18.80787,HYPE
Sludgefist,7,15.01765,HYPE
Stone Legion Generals,8,0.03694,HYPE
Shriekwing,0,0.60005,Big Time
Huntsman Altimor,1,0.96459,Big Time
Hungering Destroyer,2,2.63396,Big Time
Sun King's Salvation,3,1.10237,Big Time
Artificer Xy'mox,4,0.03802,Big Time
Lady Inerva Darkvein,5,6.51407,Big Time
Shriekwing,0,0.28893,Square One
Huntsman Altimor,1,3.35179,Square One
Hungering Destroyer,2,8.17404,Square One
Sun King's Salvation,3,9.74096,Square One
Artificer Xy'mox,4,1.37436,Square One
Lady Inerva Darkvein,5,3.42983,Square One
The Council of Blood,6,19.5858,Square One
Sludgefist,7,0.0114,Square One
Shriekwing,0,47.62784,The Saltiest
Huntsman Altimor,1,23.74783,The Saltiest
Hungering Destroyer,2,73.84834,The Saltiest
Sun King's Salvation,3,0.04178,The Saltiest
Artificer Xy'mox,4,0.04374,The Saltiest
Lady Inerva Darkvein,5,45.81404,The Saltiest
Shriekwing,0,0.46521,Unquenchable
Huntsman Altimor,1,0.41915,Unquenchable
Hungering Destroyer,2,0.24403,Unquenchable
Sun King's Salvation,3,2.28682,Unquenchable
Artificer Xy'mox,4,0.03029,Unquenchable
Lady Inerva Darkvein,5,6.91513,Unquenchable
The Council of Blood,6,0.08058,Unquenchable
Shriekwing,0,0.19369,NICE TRY
Huntsman Altimor,1,0.5323,NICE TRY
Hungering Destroyer,2,3.99971,NICE TRY
Sun King's Salvation,3,3.51768,NICE TRY
Artificer Xy'mox,4,1.62239,NICE TRY
Lady Inerva Darkvein,5,1.53495,NICE TRY
Shriekwing,0,0.81783,Pocket Protagonists
Huntsman Altimor,1,1.2092,Pocket Protagonists
Hungering Destroyer,2,1.67352,Pocket Protagonists
Sun King's Salvation,3,1.44764,Pocket Protagonists
Artificer Xy'mox,4,4.19562,Pocket Protagonists
Lady Inerva Darkvein,5,1.2267,Pocket Protagonists
The Council of Blood,6,8.76604,Pocket Protagonists
Sludgefist,7,13.47559,Pocket Protagonists
Stone Legion Generals,8,0.02287,Pocket Protagonists
Shriekwing,0,0.96001,The Legions Ten
Huntsman Altimor,1,0.35348,The Legions Ten
Hungering Destroyer,2,4.32932,The Legions Ten
Sun King's Salvation,3,2.16265,The Legions Ten
Artificer Xy'mox,4,0.32029,The Legions Ten
Lady Inerva Darkvein,5,0.089,The Legions Ten
The Council of Blood,6,1.12399,The Legions Ten
Sludgefist,7,0.08232,The Legions Ten
Shriekwing,0,1.04775,Flagged
Huntsman Altimor,1,0.14107,Flagged
Hungering Destroyer,2,4.55633,Flagged
Sun King's Salvation,3,2.90121,Flagged
Artificer Xy'mox,4,3.67448,Flagged
Lady Inerva Darkvein,5,6.22946,Flagged
The Council of Blood,6,0.03334,Flagged
Shriekwing,0,1.68091,GHOST
Huntsman Altimor,1,1.38332,GHOST
Hungering Destroyer,2,4.43958,GHOST
Sun King's Salvation,3,9.27984,GHOST
Artificer Xy'mox,4,28.36718,GHOST
Lady Inerva Darkvein,5,10.98857,GHOST
The Council of Blood,6,0.0243,GHOST
Shriekwing,0,0.47186,Death Jesters
Huntsman Altimor,1,1.17424,Death Jesters
Hungering Destroyer,2,2.1768,Death Jesters
Sun King's Salvation,3,3.24878,Death Jesters
Artificer Xy'mox,4,2.09652,Death Jesters
Lady Inerva Darkvein,5,0.88878,Death Jesters
The Council of Blood,6,13.23566,Death Jesters
Sludgefist,7,35.51655,Death Jesters
Stone Legion Generals,8,0.01952,Death Jesters
Shriekwing,0,0.36493,Revs de Cuba
Huntsman Altimor,1,1.40988,Revs de Cuba
Hungering Destroyer,2,7.37313,Revs de Cuba
Sun King's Salvation,3,3.95104,Revs de Cuba
Artificer Xy'mox,4,1.46069,Revs de Cuba
Lady Inerva Darkvein,5,0.94928,Revs de Cuba
The Council of Blood,6,10.61337,Revs de Cuba
Sludgefist,7,8.01551,Revs de Cuba
Stone Legion Generals,8,0.02742,Revs de Cuba
Shriekwing,0,0.77279,Serious Face
Huntsman Altimor,1,1.9425,Serious Face
Hungering Destroyer,2,5.72683,Serious Face
Sun King's Salvation,3,3.00393,Serious Face
Artificer Xy'mox,4,7.31293,Serious Face
Lady Inerva Darkvein,5,1.26716,Serious Face
The Council of Blood,6,9.97248,Serious Face
Sludgefist,7,9.39075,Serious Face
Stone Legion Generals,8,0.00797,Serious Face
Shriekwing,0,1.35568,Nocturnal Sun
Huntsman Altimor,1,1.50491,Nocturnal Sun
Hungering Destroyer,2,6.82465,Nocturnal Sun
Sun King's Salvation,3,1.2464,Nocturnal Sun
Artificer Xy'mox,4,0.62964,Nocturnal Sun
Lady Inerva Darkvein,5,7.85495,Nocturnal Sun
The Council of Blood,6,8.84151,Nocturnal Sun
Sludgefist,7,13.25642,Nocturnal Sun
Stone Legion Generals,8,23.05994,Nocturnal Sun
Sire Denathrius,9,0.01641,Nocturnal Sun
Shriekwing,0,0.08906,IMPRESSIVE
Huntsman Altimor,1,0.077,IMPRESSIVE
Hungering Destroyer,2,0.09536,IMPRESSIVE
Sun King's Salvation,3,0.29021,IMPRESSIVE
Artificer Xy'mox,4,0.36376,IMPRESSIVE
Lady Inerva Darkvein,5,1.25994,IMPRESSIVE
The Council of Blood,6,1.41902,IMPRESSIVE
Sludgefist,7,10.18692,IMPRESSIVE
Stone Legion Generals,8,0.03134,IMPRESSIVE
Shriekwing,0,1.66521,Python
Huntsman Altimor,1,3.04007,Python
Hungering Destroyer,2,8.25593,Python
Sun King's Salvation,3,9.64141,Python
Artificer Xy'mox,4,3.57921,Python
Lady Inerva Darkvein,5,3.74321,Python
The Council of Blood,6,0.0239,Python
Shriekwing,0,1.74918,Ënigma
Huntsman Altimor,1,0.40361,Ënigma
Hungering Destroyer,2,4.11004,Ënigma
Sun King's Salvation,3,0.02797,Ënigma
Shriekwing,0,1.01861,Blasting off again
Huntsman Altimor,1,0.8018,Blasting off again
Hungering Destroyer,2,3.8559,Blasting off again
Sun King's Salvation,3,3.36593,Blasting off again
Artificer Xy'mox,4,1.07085,Blasting off again
Lady Inerva Darkvein,5,1.53349,Blasting off again
The Council of Blood,6,4.61043,Blasting off again
Sludgefist,7,6.31981,Blasting off again
Stone Legion Generals,8,18.79422,Blasting off again
Sire Denathrius,9,0.01585,Blasting off again
Shriekwing,0,0.64684,FourFiveSix
Huntsman Altimor,1,0.38867,FourFiveSix
Hungering Destroyer,2,4.7909,FourFiveSix
Sun King's Salvation,3,1.25299,FourFiveSix
Artificer Xy'mox,4,2.54253,FourFiveSix
Lady Inerva Darkvein,5,0.09525,FourFiveSix
The Council of Blood,6,14.17023,FourFiveSix
Sludgefist,7,17.44965,FourFiveSix
Stone Legion Generals,8,21.97175,FourFiveSix
Sire Denathrius,9,44.29636,FourFiveSix
Shriekwing,0,1.79191,High Society
Huntsman Altimor,1,2.60853,High Society
Hungering Destroyer,2,10.91363,High Society
Sun King's Salvation,3,3.30942,High Society
Artificer Xy'mox,4,2.74,High Society
Lady Inerva Darkvein,5,7.89285,High Society
The Council of Blood,6,17.56863,High Society
Sludgefist,7,21.28168,High Society
Stone Legion Generals,8,21.02706,High Society
Sire Denathrius,9,0.01753,High Society
Shriekwing,0,0.46409,Mornin Foremans
Huntsman Altimor,1,1.4708,Mornin Foremans
Hungering Destroyer,2,2.39203,Mornin Foremans
Sun King's Salvation,3,0.0249,Mornin Foremans
Shriekwing,0,2.8239,Resurgent Division
Huntsman Altimor,1,1.42538,Resurgent Division
Hungering Destroyer,2,0.0182,Resurgent Division
Sun King's Salvation,3,0.02903,Resurgent Division
Shriekwing,0,0.75952,Punch Club
Huntsman Altimor,1,0.9486,Punch Club
Hungering Destroyer,2,1.37131,Punch Club
Sun King's Salvation,3,2.18683,Punch Club
Artificer Xy'mox,4,4.71267,Punch Club
Lady Inerva Darkvein,5,1.24623,Punch Club
The Council of Blood,6,12.59606,Punch Club
Sludgefist,7,6.29057,Punch Club
Stone Legion Generals,8,26.81715,Punch Club
Sire Denathrius,9,0.01872,Punch Club
Shriekwing,0,1.31757,And the Boiz
Huntsman Altimor,1,0.85121,And the Boiz
Hungering Destroyer,2,5.48684,And the Boiz
Sun King's Salvation,3,0.02462,And the Boiz
Shriekwing,0,0.38023,Borked
Huntsman Altimor,1,0.89231,Borked
Hungering Destroyer,2,4.88791,Borked
Sun King's Salvation,3,4.0823,Borked
Artificer Xy'mox,4,0.54762,Borked
Lady Inerva Darkvein,5,0.96661,Borked
The Council of Blood,6,13.03948,Borked
Sludgefist,7,0.01582,Borked
Shriekwing,0,0.92133,DIvine infusion
Huntsman Altimor,1,2.16921,DIvine infusion
Hungering Destroyer,2,6.13971,DIvine infusion
Sun King's Salvation,3,0.02699,DIvine infusion
Artificer Xy'mox,4,0.02845,DIvine infusion
Shriekwing,0,0.81466,Talk Nerdy To Me
Huntsman Altimor,1,0.8575,Talk Nerdy To Me
Hungering Destroyer,2,25.35478,Talk Nerdy To Me
Sun King's Salvation,3,25.06705,Talk Nerdy To Me
Artificer Xy'mox,4,27.25155,Talk Nerdy To Me
Lady Inerva Darkvein,5,22.93577,Talk Nerdy To Me
The Council of Blood,6,30.63859,Talk Nerdy To Me
Sludgefist,7,26.92095,Talk Nerdy To Me
Stone Legion Generals,8,0.03581,Talk Nerdy To Me
Shriekwing,0,1.21824,TERSERAH
Huntsman Altimor,1,1.28072,TERSERAH
Hungering Destroyer,2,3.25092,TERSERAH
Sun King's Salvation,3,0.24487,TERSERAH
Artificer Xy'mox,4,8.20359,TERSERAH
Lady Inerva Darkvein,5,8.50827,TERSERAH
The Council of Blood,6,17.13503,TERSERAH
Sludgefist,7,0.00769,TERSERAH
Shriekwing,0,0.54196,Saunan Taakse
Huntsman Altimor,1,0.85456,Saunan Taakse
Hungering Destroyer,2,4.14818,Saunan Taakse
Sun King's Salvation,3,3.34989,Saunan Taakse
Artificer Xy'mox,4,6.57319,Saunan Taakse
Lady Inerva Darkvein,5,4.37406,Saunan Taakse
The Council of Blood,6,16.32456,Saunan Taakse
Sludgefist,7,15.38007,Saunan Taakse
Stone Legion Generals,8,35.39697,Saunan Taakse
Sire Denathrius,9,0.00843,Saunan Taakse
Shriekwing,0,0.61163,Conscious
Huntsman Altimor,1,1.70178,Conscious
Hungering Destroyer,2,7.49587,Conscious
Sun King's Salvation,3,2.52627,Conscious
Artificer Xy'mox,4,2.46681,Conscious
Lady Inerva Darkvein,5,1.93514,Conscious
The Council of Blood,6,6.18355,Conscious
Sludgefist,7,11.74979,Conscious
Stone Legion Generals,8,17.06724,Conscious
Sire Denathrius,9,25.62418,Conscious
Shriekwing,0,0.86818,Balance
Huntsman Altimor,1,1.32283,Balance
Hungering Destroyer,2,4.54817,Balance
Sun King's Salvation,3,3.86442,Balance
Artificer Xy'mox,4,5.22086,Balance
Lady Inerva Darkvein,5,3.77372,Balance
The Council of Blood,6,23.59961,Balance
Sludgefist,7,0.01754,Balance
Shriekwing,0,3.14203,Structurally Compromised
Huntsman Altimor,1,1.33091,Structurally Compromised
Hungering Destroyer,2,3.1834,Structurally Compromised
Sun King's Salvation,3,2.31041,Structurally Compromised
Artificer Xy'mox,4,3.10923,Structurally Compromised
Lady Inerva Darkvein,5,2.92778,Structurally Compromised
The Council of Blood,6,0.01984,Structurally Compromised
Shriekwing,0,0.83021,Meridies
Huntsman Altimor,1,1.06725,Meridies
Hungering Destroyer,2,3.2472,Meridies
Sun King's Salvation,3,2.31609,Meridies
